mouse_symbol	mouse_ensembl	human_symbol	mapping_type	matrix_symbol_normalised_to	normalisation_source	babelgene_version
Morn1	ENSMUSG00000029049	MORN1	one2one	NA		22.9
Morn2	ENSMUSG00000045257	MORN2	one2one	NA		22.9
Morn3	ENSMUSG00000029477	MORN3	one2one	NA		22.9
Morn4	ENSMUSG00000049670	MORN4	one2one	NA		22.9
Mosmo	ENSMUSG00000046096	MOSMO	one2one	NA		22.9
Mospd1	ENSMUSG00000023074	MOSPD1	one2one	NA		22.9
Mospd2	ENSMUSG00000061778	MOSPD2	one2one	NA		22.9
Mospd3	ENSMUSG00000037221	MOSPD3	one2one	NA		22.9
Mov10	ENSMUSG00000002227	MOV10	one2one	NA		22.9
Moxd1	ENSMUSG00000020000	MOXD1	one2one	NA		22.9
Moxd2	ENSMUSG00000029885	MOXD2P	one2one	NA		22.9
Mpc1	ENSMUSG00000023861	MPC1	one2one	NA		22.9
Mpc2	ENSMUSG00000026568	MPC2	one2one	NA		22.9
Mpdu1	ENSMUSG00000018761	MPDU1	one2one	NA		22.9
Mpeg1	ENSMUSG00000046805	MPEG1	one2one	NA		22.9
Mpg	ENSMUSG00000020287	MPG	one2one	NA		22.9
Mphosph10	ENSMUSG00000030521	MPHOSPH10	one2one	NA		22.9
Mphosph6	ENSMUSG00000031843	MPHOSPH6	one2one	NA		22.9
Mphosph8	ENSMUSG00000079184	MPHOSPH8	one2one	NA		22.9
Mphosph9	ENSMUSG00000038126	MPHOSPH9	one2one	NA		22.9
Mpi	ENSMUSG00000032306	MPI	one2one	NA		22.9
Mplkip	ENSMUSG00000012429	MPLKIP	many2one	NA		22.9
Mpnd	ENSMUSG00000003199	MPND	one2one	NA		22.9
Mpp1	ENSMUSG00000031402	MPP1	one2one	NA		22.9
Mpp2	ENSMUSG00000017314	MPP2	one2one	NA		22.9
Mpp3	ENSMUSG00000052373	MPP3	one2one	NA		22.9
Mpp4	ENSMUSG00000079550	MPP4	one2one	NA		22.9
Mpp5	ENSMUSG00000021112	PALS1	one2one	Pals1	org.Mm.eg.db	22.9
Mpp6	ENSMUSG00000038388	PALS2	one2one	Pals2	org.Mm.eg.db	22.9
Mpp7	ENSMUSG00000057440	MPP7	one2one	NA		22.9
Mppe1	ENSMUSG00000062526	MPPE1	one2one	NA		22.9
Mprip	ENSMUSG00000005417	MPRIP	one2one	NA		22.9
Mpst	ENSMUSG00000071711	MPST	one2one	NA		22.9
Mpv17	ENSMUSG00000107283	MPV17	one2one	NA		22.9
Mpv17l	ENSMUSG00000022679	MPV17L	one2one	NA		22.9
Mpv17l2	ENSMUSG00000035559	MPV17L2	one2one	NA		22.9
Mpzl1	ENSMUSG00000026566	MPZL1	one2one	NA		22.9
Mpzl2	ENSMUSG00000032092	MPZL2	one2one	NA		22.9
Mpzl3	ENSMUSG00000070305	MPZL3	one2one	NA		22.9
Mr1	ENSMUSG00000026471	MR1	one2one	NA		22.9
Mrap2	ENSMUSG00000042761	MRAP2	one2one	NA		22.9
Mras	ENSMUSG00000032470	MRAS	one2one	NA		22.9
Mrc1	ENSMUSG00000026712	MRC1	one2one	NA		22.9
Mrc2	ENSMUSG00000020695	MRC2	one2one	NA		22.9
Mre11a	ENSMUSG00000031928	MRE11	one2one	NA		22.9
Mreg	ENSMUSG00000039395	MREG	one2one	NA		22.9
Mrfap1	ENSMUSG00000055302	MRFAP1	one2one	NA		22.9
Mrgbp	ENSMUSG00000027569	MRGBP	one2one	NA		22.9
Mrgpre	ENSMUSG00000048965	MRGPRE	one2one	NA		22.9
Mri1	ENSMUSG00000004996	MRI1	one2one	NA		22.9
Mrm1	ENSMUSG00000018405	MRM1	one2one	NA		22.9
Mrm2	ENSMUSG00000029557	MRM2	one2one	NA		22.9
Mrm3	ENSMUSG00000038046	MRM3	one2one	NA		22.9
Mrnip	ENSMUSG00000020381	MRNIP	one2one	NA		22.9
Mroh1	ENSMUSG00000022558	MROH1	one2one	NA		22.9
Mroh2a	ENSMUSG00000079429	MROH2A	one2one	NA		22.9
Mroh6	ENSMUSG00000098678	MROH6	one2one	NA		22.9
Mroh8	ENSMUSG00000074627	MROH8	one2one	NA		22.9
Mrpl1	ENSMUSG00000029486	MRPL1	one2one	NA		22.9
Mrpl10	ENSMUSG00000001445	MRPL10	one2one	NA		22.9
Mrpl11	ENSMUSG00000024902	MRPL11	one2one	NA		22.9
Mrpl12	ENSMUSG00000039640	MRPL12	one2one	NA		22.9
Mrpl13	ENSMUSG00000022370	MRPL13	one2one	NA		22.9
Mrpl14	ENSMUSG00000023939	MRPL14	one2one	NA		22.9
Mrpl15	ENSMUSG00000033845	MRPL15	one2one	NA		22.9
Mrpl16	ENSMUSG00000024683	MRPL16	one2one	NA		22.9
Mrpl17	ENSMUSG00000030879	MRPL17	one2one	NA		22.9
Mrpl18	ENSMUSG00000057388	MRPL18	one2one	NA		22.9
Mrpl19	ENSMUSG00000030045	MRPL19	one2one	NA		22.9
Mrpl2	ENSMUSG00000002767	MRPL2	one2one	NA		22.9
Mrpl20	ENSMUSG00000029066	MRPL20	one2one	NA		22.9
Mrpl21	ENSMUSG00000024829	MRPL21	one2one	NA		22.9
Mrpl22	ENSMUSG00000020514	MRPL22	one2one	NA		22.9
Mrpl23	ENSMUSG00000037772	MRPL23	one2one	NA		22.9
Mrpl24	ENSMUSG00000019710	MRPL24	one2one	NA		22.9
Mrpl27	ENSMUSG00000024414	MRPL27	one2one	NA		22.9
Mrpl28	ENSMUSG00000024181	MRPL28	one2one	NA		22.9
Mrpl3	ENSMUSG00000032563	MRPL3	one2one	NA		22.9
Mrpl30	ENSMUSG00000026087	MRPL30	one2one	NA		22.9
Mrpl32	ENSMUSG00000015672	MRPL32	one2one	NA		22.9
Mrpl33	ENSMUSG00000106918	MRPL33	one2one	NA		22.9
Mrpl34	ENSMUSG00000034880	MRPL34	one2one	NA		22.9
Mrpl35	ENSMUSG00000052962	MRPL35	one2one	NA		22.9
Mrpl36	ENSMUSG00000021607	MRPL36	one2one	NA		22.9
Mrpl37	ENSMUSG00000028622	MRPL37	one2one	NA		22.9
Mrpl38	ENSMUSG00000020775	MRPL38	one2one	NA		22.9
Mrpl39	ENSMUSG00000022889	MRPL39	one2one	NA		22.9
Mrpl4	ENSMUSG00000003299	MRPL4	one2one	NA		22.9
Mrpl40	ENSMUSG00000022706	MRPL40	one2one	NA		22.9
Mrpl41	ENSMUSG00000036850	MRPL41	one2one	NA		22.9
Mrpl42	ENSMUSG00000062981	MRPL42	one2one	NA		22.9
Mrpl43	ENSMUSG00000025208	MRPL43	one2one	NA		22.9
Mrpl44	ENSMUSG00000026248	MRPL44	one2one	NA		22.9
Mrpl45	ENSMUSG00000018882	MRPL45	one2one	NA		22.9
Mrpl46	ENSMUSG00000030612	MRPL46	one2one	NA		22.9
Mrpl47	ENSMUSG00000037531	MRPL47	one2one	NA		22.9
Mrpl48	ENSMUSG00000030706	MRPL48	one2one	NA		22.9
Mrpl49	ENSMUSG00000007338	MRPL49	one2one	NA		22.9
Mrpl50	ENSMUSG00000044018	MRPL50	one2one	NA		22.9
Mrpl51	ENSMUSG00000030335	MRPL51	one2one	NA		22.9
Mrpl52	ENSMUSG00000010406	MRPL52	one2one	NA		22.9
Mrpl54	ENSMUSG00000034932	MRPL54	one2one	NA		22.9
Mrpl55	ENSMUSG00000036860	MRPL55	one2one	NA		22.9
Mrpl57	ENSMUSG00000021967	MRPL57	one2one	NA		22.9
Mrpl58	ENSMUSG00000018858	MRPL58	one2one	NA		22.9
Mrpl9	ENSMUSG00000028140	MRPL9	one2one	NA		22.9
Mrps10	ENSMUSG00000034729	MRPS10	one2one	NA		22.9
Mrps11	ENSMUSG00000030611	MRPS11	one2one	NA		22.9
Mrps12	ENSMUSG00000045948	MRPS12	one2one	NA		22.9
Mrps14	ENSMUSG00000058267	MRPS14	one2one	NA		22.9
Mrps15	ENSMUSG00000028861	MRPS15	one2one	NA		22.9
Mrps16	ENSMUSG00000049960	MRPS16	one2one	NA		22.9
Mrps17	ENSMUSG00000034211	MRPS17	one2one	NA		22.9
Mrps18a	ENSMUSG00000023967	MRPS18A	one2one	NA		22.9
Mrps18b	ENSMUSG00000024436	MRPS18B	one2one	NA		22.9
Mrps18c	ENSMUSG00000016833	MRPS18C	one2one	NA		22.9
Mrps2	ENSMUSG00000035772	MRPS2	one2one	NA		22.9
Mrps21	ENSMUSG00000054312	MRPS21	one2one	NA		22.9
Mrps22	ENSMUSG00000032459	MRPS22	one2one	NA		22.9
Mrps23	ENSMUSG00000023723	MRPS23	one2one	NA		22.9
Mrps24	ENSMUSG00000020477	MRPS24	one2one	NA		22.9
Mrps25	ENSMUSG00000014551	MRPS25	one2one	NA		22.9
Mrps26	ENSMUSG00000037740	MRPS26	one2one	NA		22.9
Mrps27	ENSMUSG00000041632	MRPS27	one2one	NA		22.9
Mrps28	ENSMUSG00000040269	MRPS28	one2one	NA		22.9
Mrps30	ENSMUSG00000021731	MRPS30	one2one	NA		22.9
Mrps31	ENSMUSG00000031533	MRPS31	one2one	NA		22.9
Mrps33	ENSMUSG00000029918	MRPS33	one2one	NA		22.9
Mrps34	ENSMUSG00000038880	MRPS34	one2one	NA		22.9
Mrps35	ENSMUSG00000040112	MRPS35	one2one	NA		22.9
Mrps36	ENSMUSG00000061474	MRPS36	one2one	NA		22.9
Mrps5	ENSMUSG00000027374	MRPS5	one2one	NA		22.9
Mrps6	ENSMUSG00000039680	MRPS6	one2one	NA		22.9
Mrps7	ENSMUSG00000046756	MRPS7	one2one	NA		22.9
Mrps9	ENSMUSG00000060679	MRPS9	one2one	NA		22.9
Mrrf	ENSMUSG00000026887	MRRF	one2one	NA		22.9
Mrs2	ENSMUSG00000021339	MRS2	one2one	NA		22.9
Mrtfa	ENSMUSG00000042292	MRTFA	one2one	NA		22.9
Mrtfb	ENSMUSG00000009569	MRTFB	one2one	NA		22.9
Mrto4	ENSMUSG00000028741	MRTO4	one2one	NA		22.9
Mrvi1	ENSMUSG00000005611	IRAG1	one2one	Irag1	org.Mm.eg.db	22.9
Ms4a1	ENSMUSG00000024673	MS4A1	one2one	NA		22.9
Ms4a4a	ENSMUSG00000101389	MS4A4A	many2one	NA		22.9
Ms4a4b	ENSMUSG00000056290	MS4A4A	many2one	NA		22.9
Ms4a4c	ENSMUSG00000024675	MS4A4A	many2one	NA		22.9
Ms4a4d	ENSMUSG00000024678	MS4A4A	many2one	NA		22.9
Ms4a6b	ENSMUSG00000024677	MS4A6A	many2one	NA		22.9
Ms4a6c	ENSMUSG00000079419	MS4A6A	many2one	NA		22.9
Ms4a6d	ENSMUSG00000024679	MS4A6A	many2one	NA		22.9
Ms4a8a	ENSMUSG00000024730	MS4A8	one2one	NA		22.9
Msantd1	ENSMUSG00000051246	MSANTD1	one2one	NA		22.9
Msantd2	ENSMUSG00000042138	MSANTD2	one2one	NA		22.9
Msantd3	ENSMUSG00000039693	MSANTD3	one2one	NA		22.9
Msantd4	ENSMUSG00000041124	MSANTD4	one2one	NA		22.9
Msc	ENSMUSG00000025930	MSC	one2one	NA		22.9
Msh2	ENSMUSG00000024151	MSH2	one2one	NA		22.9
Msh3	ENSMUSG00000014850	MSH3	one2one	NA		22.9
Msh4	ENSMUSG00000005493	MSH4	one2one	NA		22.9
Msh5	ENSMUSG00000007035	MSH5	one2one	NA		22.9
Msh6	ENSMUSG00000005370	MSH6	one2one	NA		22.9
Msi1	ENSMUSG00000054256	MSI1	one2one	NA		22.9
Msi2	ENSMUSG00000069769	MSI2	one2one	NA		22.9
Msl1	ENSMUSG00000052915	MSL1	one2one	NA		22.9
Msl2	ENSMUSG00000066415	MSL2	one2one	NA		22.9
Msl3	ENSMUSG00000031358	MSL3	one2one	NA		22.9
Msmo1	ENSMUSG00000031604	MSMO1	one2one	NA		22.9
Msn	ENSMUSG00000031207	MSN	one2one	NA		22.9
Msra	ENSMUSG00000054733	MSRA	one2one	NA		22.9
Msrb1	ENSMUSG00000075705	MSRB1	one2one	NA		22.9
Msrb2	ENSMUSG00000023094	MSRB2	one2one	NA		22.9
Msrb3	ENSMUSG00000051236	MSRB3	one2one	NA		22.9
Mss51	ENSMUSG00000021815	MSS51	one2one	NA		22.9
Mst1	ENSMUSG00000032591	MST1	one2one	NA		22.9
Mst1r	ENSMUSG00000032584	MST1R	one2one	NA		22.9
Mstn	ENSMUSG00000026100	MSTN	one2one	NA		22.9
Msto1	ENSMUSG00000068922	MSTO1	one2one	NA		22.9
mt-Atp6	ENSMUSG00000064357	MT-ATP6	one2one	NA		22.9
mt-Co1	ENSMUSG00000064351	MT-CO1	one2one	NA		22.9
mt-Co2	ENSMUSG00000064354	MT-CO2	one2one	NA		22.9
mt-Co3	ENSMUSG00000064358	MT-CO3	one2one	NA		22.9
mt-Cytb	ENSMUSG00000064370	MT-CYB	one2one	NA		22.9
mt-Nd1	ENSMUSG00000064341	MT-ND1	one2one	NA		22.9
mt-Nd2	ENSMUSG00000064345	MT-ND2	one2one	NA		22.9
mt-Nd3	ENSMUSG00000064360	MT-ND3	one2one	NA		22.9
mt-Nd4	ENSMUSG00000064363	MT-ND4	one2one	NA		22.9
mt-Nd4l	ENSMUSG00000065947	MT-ND4L	one2one	NA		22.9
mt-Nd5	ENSMUSG00000064367	MT-ND5	one2one	NA		22.9
mt-Nd6	ENSMUSG00000064368	MT-ND6	one2one	NA		22.9
Mt1	ENSMUSG00000031765	MT1F	one2one	NA		22.9
Mt2	ENSMUSG00000031762	MT2A	one2one	NA		22.9
Mt3	ENSMUSG00000031760	MT3	one2one	NA		22.9
Mt4	ENSMUSG00000031757	MT4	one2one	NA		22.9
Mta1	ENSMUSG00000021144	MTA1	one2one	NA		22.9
Mta2	ENSMUSG00000071646	MTA2	one2one	NA		22.9
Mta3	ENSMUSG00000055817	MTA3	one2one	NA		22.9
Mtap	ENSMUSG00000062937	MTAP	one2one	NA		22.9
Mtarc2	ENSMUSG00000073481	MTARC2	one2one	NA		22.9
Mtbp	ENSMUSG00000022369	MTBP	one2one	NA		22.9
Mtch1	ENSMUSG00000024012	MTCH1	one2one	NA		22.9
Mtch2	ENSMUSG00000027282	MTCH2	one2one	NA		22.9
Mtcl1	ENSMUSG00000052105	MTCL1	one2one	NA		22.9
Mtcp1	ENSMUSG00000031200	MTCP1	one2one	NA		22.9
Mtdh	ENSMUSG00000022255	MTDH	one2one	NA		22.9
Mterf1a	ENSMUSG00000040429	MTERF1	many2one	NA		22.9
Mterf1b	ENSMUSG00000053178	MTERF1	many2one	NA		22.9
Mterf2	ENSMUSG00000049038	MTERF2	one2one	NA		22.9
Mterf3	ENSMUSG00000021519	MTERF3	one2one	NA		22.9
Mterf4	ENSMUSG00000026273	MTERF4	one2one	NA		22.9
Mtf1	ENSMUSG00000028890	MTF1	one2one	NA		22.9
Mtf2	ENSMUSG00000029267	MTF2	one2one	NA		22.9
Mtfmt	ENSMUSG00000059183	MTFMT	one2one	NA		22.9
Mtfp1	ENSMUSG00000004748	MTFP1	one2one	NA		22.9
Mtfr1	ENSMUSG00000027601	MTFR1	one2one	NA		22.9
Mtfr1l	ENSMUSG00000046671	MTFR1L	one2one	NA		22.9
Mtfr2	ENSMUSG00000019992	MTFR2	one2one	NA		22.9
Mtg1	ENSMUSG00000039018	MTG1	one2one	NA		22.9
Mtg2	ENSMUSG00000039069	MTG2	one2one	NA		22.9
Mthfd1	ENSMUSG00000021048	MTHFD1	one2one	NA		22.9
Mthfd1l	ENSMUSG00000040675	MTHFD1L	one2one	NA		22.9
Mthfd2	ENSMUSG00000005667	MTHFD2	one2one	NA		22.9
Mthfd2l	ENSMUSG00000029376	MTHFD2L	one2one	NA		22.9
Mthfr	ENSMUSG00000029009	MTHFR	one2one	NA		22.9
Mthfs	ENSMUSG00000066442	MTHFS	many2one	NA		22.9
Mthfsd	ENSMUSG00000031816	MTHFSD	one2one	NA		22.9
Mthfsl	ENSMUSG00000079427	MTHFS	many2one	NA		22.9
Mtif2	ENSMUSG00000020459	MTIF2	one2one	NA		22.9
Mtif3	ENSMUSG00000016510	MTIF3	one2one	NA		22.9
Mtln	ENSMUSG00000051319	MTLN	one2one	NA		22.9
Mtm1	ENSMUSG00000031337	MTM1	one2one	NA		22.9
Mtmr1	ENSMUSG00000015214	MTMR1	one2one	NA		22.9
Mtmr10	ENSMUSG00000030522	MTMR10	one2one	NA		22.9
Mtmr11	ENSMUSG00000045934	MTMR11	one2one	NA		22.9
Mtmr12	ENSMUSG00000039458	MTMR12	one2one	NA		22.9
Mtmr14	ENSMUSG00000030269	MTMR14	one2one	NA		22.9
Mtmr2	ENSMUSG00000031918	MTMR2	one2one	NA		22.9
Mtmr3	ENSMUSG00000034354	MTMR3	one2one	NA		22.9
Mtmr4	ENSMUSG00000018401	MTMR4	one2one	NA		22.9
Mtmr6	ENSMUSG00000021987	MTMR6	one2one	NA		22.9
Mtmr7	ENSMUSG00000039431	MTMR7	one2one	NA		22.9
Mtmr9	ENSMUSG00000035078	MTMR9	one2one	NA		22.9
Mto1	ENSMUSG00000032342	MTO1	one2one	NA		22.9
Mtor	ENSMUSG00000028991	MTOR	one2one	NA		22.9
Mtpap	ENSMUSG00000024234	MTPAP	one2one	NA		22.9
Mtpn	ENSMUSG00000029840	MTPN	one2one	NA		22.9
Mtr	ENSMUSG00000021311	MTR	one2one	NA		22.9
Mtres1	ENSMUSG00000019797	MTRES1	one2one	NA		22.9
Mtrex	ENSMUSG00000016018	MTREX	one2one	NA		22.9
Mtrf1	ENSMUSG00000022022	MTRF1	one2one	NA		22.9
Mtrf1l	ENSMUSG00000019774	MTRF1L	one2one	NA		22.9
Mtrr	ENSMUSG00000034617	MTRR	one2one	NA		22.9
Mtss1	ENSMUSG00000022353	MTSS1	one2one	NA		22.9
Mtss2	ENSMUSG00000033763	MTSS2	one2one	NA		22.9
Mttp	ENSMUSG00000028158	MTTP	one2one	NA		22.9
Mturn	ENSMUSG00000038065	MTURN	one2one	NA		22.9
Mtus1	ENSMUSG00000045636	MTUS1	one2one	NA		22.9
Mtus2	ENSMUSG00000029651	MTUS2	one2one	NA		22.9
Mtx1	ENSMUSG00000064068	MTX1	one2one	NA		22.9
Mtx2	ENSMUSG00000027099	MTX2	one2one	NA		22.9
Mtx3	ENSMUSG00000021704	MTX3	one2one	NA		22.9
Muc1	ENSMUSG00000042784	MUC1	one2one	NA		22.9
Muc13	ENSMUSG00000022824	MUC13	one2one	NA		22.9
Muc16	ENSMUSG00000109564	MUC16	one2one	NA		22.9
Muc2	ENSMUSG00000025515	MUC2	one2one	NA		22.9
Muc3a	ENSMUSG00000094840	MUC3A	one2one	NA		22.9
Muc4	ENSMUSG00000118672	MUC4	one2one	NA		22.9
Muc6	ENSMUSG00000118661	MUC6	one2one	NA		22.9
Mucl3	ENSMUSG00000073408	MUCL3	one2one	NA		22.9
Mul1	ENSMUSG00000041241	MUL1	one2one	NA		22.9
Mus81	ENSMUSG00000024906	MUS81	one2one	NA		22.9
Mustn1	ENSMUSG00000042485	MUSTN1	one2one	NA		22.9
Mutyh	ENSMUSG00000028687	MUTYH	one2one	NA		22.9
Mvb12a	ENSMUSG00000031813	MVB12A	one2one	NA		22.9
Mvb12b	ENSMUSG00000038740	MVB12B	one2one	NA		22.9
Mvd	ENSMUSG00000006517	MVD	one2one	NA		22.9
Mvk	ENSMUSG00000041939	MVK	one2one	NA		22.9
Mvp	ENSMUSG00000030681	MVP	one2one	NA		22.9
Mx1	ENSMUSG00000000386	MX1	many2one	NA		22.9
Mx2	ENSMUSG00000023341	MX1	many2one	NA		22.9
Mxd1	ENSMUSG00000001156	MXD1	one2one	NA		22.9
Mxd3	ENSMUSG00000021485	MXD3	one2one	NA		22.9
Mxd4	ENSMUSG00000037235	MXD4	one2one	NA		22.9
Mxi1	ENSMUSG00000025025	MXI1	one2one	NA		22.9
Mxra8	ENSMUSG00000029070	MXRA8	one2one	NA		22.9
Myadm	ENSMUSG00000068566	MYADM	one2one	NA		22.9
Myb	ENSMUSG00000019982	MYB	one2one	NA		22.9
Mybbp1a	ENSMUSG00000040463	MYBBP1A	one2one	NA		22.9
Mybl1	ENSMUSG00000025912	MYBL1	one2one	NA		22.9
Mybl2	ENSMUSG00000017861	MYBL2	one2one	NA		22.9
Myc	ENSMUSG00000022346	MYC	one2one	NA		22.9
Mycbp	ENSMUSG00000028647	MYCBP	one2one	NA		22.9
Mycbp2	ENSMUSG00000033004	MYCBP2	one2one	NA		22.9
Mycl	ENSMUSG00000028654	MYCL	one2one	NA		22.9
Mycn	ENSMUSG00000037169	MYCN	one2one	NA		22.9
Myd88	ENSMUSG00000032508	MYD88	one2one	NA		22.9
Mydgf	ENSMUSG00000019579	MYDGF	one2one	NA		22.9
Myef2	ENSMUSG00000027201	MYEF2	many2one	NA		22.9
Myg1	ENSMUSG00000001285	MYG1	one2one	NA		22.9
Myh10	ENSMUSG00000020900	MYH10	one2one	NA		22.9
Myh11	ENSMUSG00000018830	MYH11	one2one	NA		22.9
Myh15	ENSMUSG00000092009	MYH15	one2one	NA		22.9
Myh3	ENSMUSG00000020908	MYH3	one2one	NA		22.9
Myh7	ENSMUSG00000053093	MYH7	one2one	NA		22.9
Myh7b	ENSMUSG00000074652	MYH7B	one2one	NA		22.9
Myh9	ENSMUSG00000022443	MYH9	one2one	NA		22.9
Myl10	ENSMUSG00000005474	MYL10	one2one	NA		22.9
Myl12a	ENSMUSG00000024048	MYL12A	one2one	NA		22.9
Myl12b	ENSMUSG00000034868	MYL12B	one2one	NA		22.9
Myl2	ENSMUSG00000013936	MYL2	one2one	NA		22.9
Myl4	ENSMUSG00000061086	MYL4	one2one	NA		22.9
Myl6	ENSMUSG00000090841	MYL6	one2one	NA		22.9
Myl6b	ENSMUSG00000039824	MYL6B	one2one	NA		22.9
Mylip	ENSMUSG00000038175	MYLIP	one2one	NA		22.9
Mylk	ENSMUSG00000022836	MYLK	one2one	NA		22.9
Mylk2	ENSMUSG00000027470	MYLK2	one2one	NA		22.9
Mylpf	ENSMUSG00000030672	MYL11	one2one	NA		22.9
Mynn	ENSMUSG00000037730	MYNN	one2one	NA		22.9
Myo10	ENSMUSG00000022272	MYO10	one2one	NA		22.9
Myo15	ENSMUSG00000042678	MYO15A	one2one	Myo15a	org.Mm.eg.db	22.9
Myo15b	ENSMUSG00000034427	MYO15B	one2one	NA		22.9
Myo16	ENSMUSG00000039057	MYO16	one2one	NA		22.9
Myo18a	ENSMUSG00000000631	MYO18A	one2one	NA		22.9
Myo19	ENSMUSG00000020527	MYO19	one2one	NA		22.9
Myo1a	ENSMUSG00000025401	MYO1A	one2one	NA		22.9
Myo1b	ENSMUSG00000018417	MYO1B	one2one	NA		22.9
Myo1c	ENSMUSG00000017774	MYO1C	one2one	NA		22.9
Myo1d	ENSMUSG00000035441	MYO1D	one2one	NA		22.9
Myo1e	ENSMUSG00000032220	MYO1E	one2one	NA		22.9
Myo1f	ENSMUSG00000024300	MYO1F	one2one	NA		22.9
Myo1g	ENSMUSG00000020437	MYO1G	one2one	NA		22.9
Myo1h	ENSMUSG00000066952	MYO1H	one2one	NA		22.9
Myo3b	ENSMUSG00000042064	MYO3B	one2one	NA		22.9
Myo5a	ENSMUSG00000034593	MYO5A	one2one	NA		22.9
Myo5b	ENSMUSG00000025885	MYO5B	one2one	NA		22.9
Myo5c	ENSMUSG00000033590	MYO5C	one2one	NA		22.9
Myo6	ENSMUSG00000033577	MYO6	one2one	NA		22.9
Myo7a	ENSMUSG00000030761	MYO7A	one2one	NA		22.9
Myo9a	ENSMUSG00000039585	MYO9A	one2one	NA		22.9
Myo9b	ENSMUSG00000004677	MYO9B	one2one	NA		22.9
Myof	ENSMUSG00000048612	MYOF	one2one	NA		22.9
Myom1	ENSMUSG00000024049	MYOM1	one2one	NA		22.9
Myorg	ENSMUSG00000046312	MYORG	one2one	NA		22.9
Mypop	ENSMUSG00000048481	MYPOP	one2one	NA		22.9
Myrf	ENSMUSG00000036098	MYRF	one2one	NA		22.9
Myrfl	ENSMUSG00000034057	MYRFL	one2one	NA		22.9
Myrip	ENSMUSG00000041794	MYRIP	one2one	NA		22.9
Mysm1	ENSMUSG00000062627	MYSM1	one2one	NA		22.9
Myzap	ENSMUSG00000041361	MYZAP	one2one	NA		22.9
Mzb1	ENSMUSG00000024353	MZB1	one2one	NA		22.9
Mzf1	ENSMUSG00000030380	MZF1	one2one	NA		22.9
Mzt1	ENSMUSG00000033186	MZT1	one2one	NA		22.9
Mzt2	ENSMUSG00000022671	MZT2A	one2one	NA		22.9
N4bp1	ENSMUSG00000031652	N4BP1	one2one	NA		22.9
N4bp2	ENSMUSG00000037795	N4BP2	one2one	NA		22.9
N4bp2l1	ENSMUSG00000041132	N4BP2L1	one2one	NA		22.9
N4bp2l2	ENSMUSG00000029655	N4BP2L2	one2one	NA		22.9
N4bp3	ENSMUSG00000001053	N4BP3	one2one	NA		22.9
N6amt1	ENSMUSG00000044442	N6AMT1	one2one	NA		22.9
Naa10	ENSMUSG00000031388	NAA10	one2one	NA		22.9
Naa15	ENSMUSG00000063273	NAA15	one2one	NA		22.9
Naa16	ENSMUSG00000022020	NAA16	one2one	NA		22.9
Naa20	ENSMUSG00000002728	NAA20	one2one	NA		22.9
Naa25	ENSMUSG00000042719	NAA25	one2one	NA		22.9
Naa30	ENSMUSG00000036282	NAA30	one2one	NA		22.9
Naa35	ENSMUSG00000021555	NAA35	one2one	NA		22.9
Naa38	ENSMUSG00000059278	NAA38	one2one	NA		22.9
Naa40	ENSMUSG00000024764	NAA40	one2one	NA		22.9
Naa50	ENSMUSG00000022698	NAA50	one2one	NA		22.9
Naa60	ENSMUSG00000005982	NAA60	one2one	NA		22.9
Naa80	ENSMUSG00000079334	NAA80	one2one	NA		22.9
Naaa	ENSMUSG00000029413	NAAA	one2one	NA		22.9
Naalad2	ENSMUSG00000043943	NAALAD2	one2one	NA		22.9
Naaladl1	ENSMUSG00000054999	NAALADL1	one2one	NA		22.9
Nab1	ENSMUSG00000002881	NAB1	one2one	NA		22.9
Nab2	ENSMUSG00000025402	NAB2	one2one	NA		22.9
Nabp1	ENSMUSG00000026107	NABP1	one2one	NA		22.9
Nabp2	ENSMUSG00000025374	NABP2	one2one	NA		22.9
Naca	ENSMUSG00000061315	NACA	one2one	NA		22.9
Nacad	ENSMUSG00000041073	NACAD	one2one	NA		22.9
Nacc1	ENSMUSG00000001910	NACC1	one2one	NA		22.9
Nacc2	ENSMUSG00000026932	NACC2	one2one	NA		22.9
Nadk	ENSMUSG00000029063	NADK	one2one	NA		22.9
Nadk2	ENSMUSG00000022253	NADK2	one2one	NA		22.9
Nadsyn1	ENSMUSG00000031090	NADSYN1	one2one	NA		22.9
Nae1	ENSMUSG00000031878	NAE1	one2one	NA		22.9
Naf1	ENSMUSG00000014907	NAF1	one2one	NA		22.9
Naga	ENSMUSG00000022453	NAGA	one2one	NA		22.9
Nagk	ENSMUSG00000034744	NAGK	one2one	NA		22.9
Naglu	ENSMUSG00000001751	NAGLU	one2one	NA		22.9
Nagpa	ENSMUSG00000023143	NAGPA	one2one	NA		22.9
Naif1	ENSMUSG00000039164	NAIF1	one2one	NA		22.9
Naip2	ENSMUSG00000078945	NAIP	many2one	NA		22.9
Naip5	ENSMUSG00000071203	NAIP	many2one	NA		22.9
Naip6	ENSMUSG00000078942	NAIP	many2one	NA		22.9
Nampt	ENSMUSG00000020572	NAMPT	one2one	NA		22.9
Nanos1	ENSMUSG00000072437	NANOS1	one2one	NA		22.9
Nanos3	ENSMUSG00000056155	NANOS3	one2one	NA		22.9
Nanp	ENSMUSG00000053916	NANP	one2one	NA		22.9
Nans	ENSMUSG00000028334	NANS	one2one	NA		22.9
Nap1l1	ENSMUSG00000058799	NAP1L1	one2one	NA		22.9
